 avg_rating,father,grandfather,price,ratings,sum_rating,super_father,title
0,空气净化器,居家电器,￥429.00,,,家电、家装,
0,吸尘器,居家电器,"￥1,173.35",,,家电、家装,
0,取暖器,居家电器,,,,家电、家装,
0,加湿器,居家电器,"￥1,199.00",,,家电、家装,
0,电风扇,居家电器,"￥1,380.00",,,家电、家装,
0,电熨斗,居家电器,￥97.98,,,家电、家装,
0,烧烤炉,厨房电器,"￥3,425.29",,,家电、家装,
0,空气净化器,居家电器,￥202.52,,,家电、家装,
0,吸尘器,居家电器,"￥1,690.67",,,家电、家装,
0,取暖器,居家电器,"￥1,762.48",,,家电、家装,
0,加湿器,居家电器,￥99.00,,,家电、家装,
0,电风扇,居家电器,￥158.43,,,家电、家装,
0,电熨斗,居家电器,￥399.00,,,家电、家装,
0,冰激凌机,厨房电器,"￥1,721.87",,,家电、家装,
0,烧烤炉,厨房电器,"￥3,127.77",,,家电、家装,
0,空气净化器,居家电器,"￥1,700.05",,,家电、家装,
0,吸尘器,居家电器,￥222.60,,,家电、家装,
0,取暖器,居家电器,￥449.48,,,家电、家装,
0,加湿器,居家电器,￥169.00,,,家电、家装,
0,电风扇,居家电器,￥149.00,,,家电、家装,
0,电熨斗,居家电器,"￥5,120.97",,,家电、家装,
0,冰激凌机,厨房电器,￥118.84 - ￥153.12,,,家电、家装,
0,烧烤炉,厨房电器,￥750.00,,,家电、家装,
0,空气净化器,居家电器,"￥5,399.00",,,家电、家装,
0,吸尘器,居家电器,"￥4,990.00",,,家电、家装,
0,取暖器,居家电器,￥774.95,,,家电、家装,
0,加湿器,居家电器,￥389.00,,,家电、家装,
0,电风扇,居家电器,"￥1,243.24",,,家电、家装,
0,咖啡机,厨房电器,"￥3,505.89",,,家电、家装,
0,冰激凌机,厨房电器,"￥1,099.45",,,家电、家装,
0,烧烤炉,厨房电器,￥980.00,,,家电、家装,
0,空气净化器,居家电器,"￥4,290.00",,,家电、家装,
0,吸尘器,居家电器,"￥1,499.00",,,家电、家装,
0,取暖器,居家电器,￥549.00,,,家电、家装,
0,加湿器,居家电器,￥378.00,,,家电、家装,
0,电风扇,居家电器,￥155.00,,,家电、家装,
0,咖啡机,厨房电器,￥876.99,,,家电、家装,
0,冰激凌机,厨房电器,"￥2,544.56",,,家电、家装,
0,烧烤炉,厨房电器,￥299.00,,,家电、家装,
0,空气净化器,居家电器,"￥1,522.75",,,家电、家装,
0,吸尘器,居家电器,￥805.80,,,家电、家装,
0,取暖器,居家电器,"￥1,990.00",,,家电、家装,
0,加湿器,居家电器,￥176.00,,,家电、家装,
0,电风扇,居家电器,￥337.00,,,家电、家装,
0,咖啡机,厨房电器,"￥2,561.50",,,家电、家装,
0,冰激凌机,厨房电器,￥156.00,,,家电、家装,
0,烧烤炉,厨房电器,￥387.79,,,家电、家装,
0,空气净化器,居家电器,"￥2,335.07",,,家电、家装,
0,吸尘器,居家电器,￥465.70,,,家电、家装,
0,取暖器,居家电器,￥119.00,,,家电、家装,
0,加湿器,居家电器,￥497.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥333.16,,,家电、家装,
0,咖啡机,厨房电器,￥500.93,,,家电、家装,
0,冰激凌机,厨房电器,￥781.69,,,家电、家装,
0,烧烤炉,厨房电器,￥350.00,,,家电、家装,
0,空气净化器,居家电器,"￥2,288.00",,,家电、家装,
0,吸尘器,居家电器,"￥1,299.00",,,家电、家装,
0,取暖器,居家电器,￥322.16,,,家电、家装,
0,加湿器,居家电器,￥99.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥222.00,,,家电、家装,
0,咖啡机,厨房电器,"￥1,562.81",,,家电、家装,
0,冰激凌机,厨房电器,"￥2,812.45",,,家电、家装,
0,烧烤炉,厨房电器,￥320.00,,,家电、家装,
0,空气净化器,居家电器,"￥2,529.90",,,家电、家装,
0,吸尘器,居家电器,"￥5,886.00",,,家电、家装,
0,取暖器,居家电器,￥304.18,,,家电、家装,
0,加湿器,居家电器,￥499.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥329.68,,,家电、家装,
0,咖啡机,厨房电器,￥402.84,,,家电、家装,
0,冰激凌机,厨房电器,"￥2,585.33",,,家电、家装,
0,烧烤炉,厨房电器,￥299.00,,,家电、家装,
0,空气净化器,居家电器,"￥3,399.00",,,家电、家装,
0,吸尘器,居家电器,￥297.22,,,家电、家装,
0,取暖器,居家电器,￥478.00,,,家电、家装,
0,加湿器,居家电器,￥229.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥399.11,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥327.72,,,家电、家装,
0,咖啡机,厨房电器,￥682.95,,,家电、家装,
0,冰激凌机,厨房电器,￥97.81,,,家电、家装,
0,烧烤炉,厨房电器,￥399.00,,,家电、家装,
0,空气净化器,居家电器,￥728.00,,,家电、家装,
0,吸尘器,居家电器,"￥3,400.82",,,家电、家装,
0,取暖器,居家电器,￥339.31,,,家电、家装,
0,加湿器,居家电器,￥599.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥439.10,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥139.73,,,家电、家装,
0,咖啡机,厨房电器,"￥1,929.62",,,家电、家装,
0,冰激凌机,厨房电器,"￥1,706.67",,,家电、家装,
0,烧烤炉,厨房电器,"￥2,280.00",,,家电、家装,
0,空气净化器,居家电器,"￥1,288.00",,,家电、家装,
0,吸尘器,居家电器,"￥5,239.63",,,家电、家装,
0,取暖器,居家电器,￥259.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥408.91,,,家电、家装,
0,电饼铛/三明治机,厨房电器,"￥1,472.00",,,家电、家装,
0,咖啡机,厨房电器,"￥2,395.08",,,家电、家装,
0,冰激凌机,厨房电器,￥81.68,,,家电、家装,
0,烧烤炉,厨房电器,￥820.00,,,家电、家装,
0,空气净化器,居家电器,"￥1,198.00",,,家电、家装,
0,吸尘器,居家电器,"￥1,999.00",,,家电、家装,
0,取暖器,居家电器,￥198.00,,,家电、家装,
0,酸奶机,厨房电器,￥320.02,,,家电、家装,
0,蒸/煮锅,厨房电器,￥79.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥119.00,,,家电、家装,
0,咖啡机,厨房电器,"￥3,021.38",,,家电、家装,
0,冰激凌机,厨房电器,￥96.67,,,家电、家装,
0,烧烤炉,厨房电器,"￥1,196.90",,,家电、家装,
0,空气净化器,居家电器,￥414.23,,,家电、家装,
0,吸尘器,居家电器,"￥1,599.00",,,家电、家装,
0,酸奶机,厨房电器,￥592.14,,,家电、家装,
0,蒸/煮锅,厨房电器,"￥1,677.55",,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥366.40,,,家电、家装,
0,咖啡机,厨房电器,"￥1,119.20",,,家电、家装,
0,冰激凌机,厨房电器,"￥2,010.22",,,家电、家装,
0,烧烤炉,厨房电器,￥298.00,,,家电、家装,
0,空气净化器,居家电器,"￥3,280.00",,,家电、家装,
0,吸尘器,居家电器,"￥1,999.00",,,家电、家装,
0,酸奶机,厨房电器,￥69.45,,,家电、家装,
0,蒸/煮锅,厨房电器,￥288.90,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥302.40,,,家电、家装,
0,咖啡机,厨房电器,￥848.50,,,家电、家装,
0,冰激凌机,厨房电器,￥255.75,,,家电、家装,
0,烧烤炉,厨房电器,￥338.00,,,家电、家装,
0,空气净化器,居家电器,￥152.65,,,家电、家装,
0,吸尘器,居家电器,￥858.00,,,家电、家装,
0,电烤箱,厨房电器,￥334.00,,,家电、家装,
0,酸奶机,厨房电器,￥466.41,,,家电、家装,
0,蒸/煮锅,厨房电器,￥968.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥299.00,,,家电、家装,
0,咖啡机,厨房电器,￥384.86,,,家电、家装,
0,冰激凌机,厨房电器,￥199.76,,,家电、家装,
0,烧烤炉,厨房电器,"￥1,071.15",,,家电、家装,
0,空气净化器,居家电器,￥355.86,,,家电、家装,
0,吸尘器,居家电器,"￥2,399.00",,,家电、家装,
0,电烤箱,厨房电器,￥773.00,,,家电、家装,
0,酸奶机,厨房电器,￥199.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥283.84,,,家电、家装,
0,电饼铛/三明治机,厨房电器,"￥1,455.00",,,家电、家装,
0,咖啡机,厨房电器,￥512.02,,,家电、家装,
0,冰激凌机,厨房电器,￥54.15,,,家电、家装,
0,烧烤炉,厨房电器,￥35.02,,,家电、家装,
0,空气净化器,居家电器,￥89.90,,,家电、家装,
0,电水壶/瓶,厨房电器,￥756.36,,,家电、家装,
0,电烤箱,厨房电器,￥399.00,,,家电、家装,
0,酸奶机,厨房电器,￥99.00,,,家电、家装,
0,蒸/煮锅,厨房电器,"￥1,599.00",,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥513.04,,,家电、家装,
0,咖啡机,厨房电器,"￥3,098.85",,,家电、家装,
0,冰激凌机,厨房电器,￥64.65,,,家电、家装,
0,烧烤炉,厨房电器,￥210.84,,,家电、家装,
0,空气净化器,居家电器,"￥1,699.00",,,家电、家装,
0,电水壶/瓶,厨房电器,￥840.73,,,家电、家装,
0,电烤箱,厨房电器,"￥1,510.00",,,家电、家装,
0,酸奶机,厨房电器,￥149.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥159.11,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥326.59,,,家电、家装,
0,咖啡机,厨房电器,"￥3,851.41",,,家电、家装,
0,冰激凌机,厨房电器,￥238.23,,,家电、家装,
0,烧烤炉,厨房电器,"￥2,086.78",,,家电、家装,
0,面包机,厨房电器,"￥1,299.00",,,家电、家装,
0,电水壶/瓶,厨房电器,￥880.41,,,家电、家装,
0,电烤箱,厨房电器,"￥1,560.75",,,家电、家装,
0,酸奶机,厨房电器,￥99.00,,,家电、家装,
0,蒸/煮锅,厨房电器,"￥1,270.78",,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥220.10,,,家电、家装,
0,咖啡机,厨房电器,"￥5,990.00",,,家电、家装,
0,冰激凌机,厨房电器,￥466.41,,,家电、家装,
0,烧烤炉,厨房电器,"￥1,613.77",,,家电、家装,
0,面包机,厨房电器,￥335.00,,,家电、家装,
0,电水壶/瓶,厨房电器,￥138.00,,,家电、家装,
0,电烤箱,厨房电器,￥596.00,,,家电、家装,
0,酸奶机,厨房电器,￥189.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥160.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥478.40,,,家电、家装,
0,咖啡机,厨房电器,"￥1,383.72",,,家电、家装,
0,冰激凌机,厨房电器,￥724.30,,,家电、家装,
0,烧烤炉,厨房电器,"￥1,722.84",,,家电、家装,
0,面包机,厨房电器,￥269.00,,,家电、家装,
0,电水壶/瓶,厨房电器,￥760.36,,,家电、家装,
0,电烤箱,厨房电器,￥119.00,,,家电、家装,
0,酸奶机,厨房电器,￥236.91,,,家电、家装,
0,蒸/煮锅,厨房电器,￥219.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥278.00,,,家电、家装,
0,咖啡机,厨房电器,"￥1,180.16",,,家电、家装,
0,冰激凌机,厨房电器,￥292.19,,,家电、家装,
0,烧烤炉,厨房电器,￥837.68,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥3,978.52",,,家电、家装,
0,面包机,厨房电器,￥483.64,,,家电、家装,
0,电水壶/瓶,厨房电器,￥220.30,,,家电、家装,
0,电烤箱,厨房电器,￥599.00,,,家电、家装,
0,酸奶机,厨房电器,￥155.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥141.96,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥199.00,,,家电、家装,
0,咖啡机,厨房电器,"￥1,709.28",,,家电、家装,
0,冰激凌机,厨房电器,￥103.98,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥3,460.70",,,家电、家装,
0,面包机,厨房电器,￥499.00,,,家电、家装,
0,电水壶/瓶,厨房电器,￥313.37,,,家电、家装,
0,电烤箱,厨房电器,￥323.00,,,家电、家装,
0,酸奶机,厨房电器,￥399.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥87.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥257.79,,,家电、家装,
0,咖啡机,厨房电器,￥836.31,,,家电、家装,
0,冰激凌机,厨房电器,￥141.25,,,家电、家装,
0,电磁炉,厨房电器,￥405.69,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥3,101.37",,,家电、家装,
0,面包机,厨房电器,￥998.00,,,家电、家装,
0,电水壶/瓶,厨房电器,"￥1,425.00",,,家电、家装,
0,电烤箱,厨房电器,￥428.61,,,家电、家装,
0,酸奶机,厨房电器,￥125.17,,,家电、家装,
0,蒸/煮锅,厨房电器,￥199.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥210.82,,,家电、家装,
0,咖啡机,厨房电器,"￥3,606.36",,,家电、家装,
0,冰激凌机,厨房电器,￥101.81,,,家电、家装,
0,电磁炉,厨房电器,￥609.39,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥4,137.39",,,家电、家装,
0,面包机,厨房电器,￥512.55,,,家电、家装,
0,电水壶/瓶,厨房电器,￥466.18,,,家电、家装,
0,电烤箱,厨房电器,￥999.00,,,家电、家装,
0,酸奶机,厨房电器,￥79.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥199.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥205.00,,,家电、家装,
0,咖啡机,厨房电器,"￥1,139.00",,,家电、家装,
0,豆浆机,厨房电器,￥375.00,,,家电、家装,
0,电磁炉,厨房电器,"￥1,226.38",,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥1,864.62",,,家电、家装,
0,面包机,厨房电器,"￥1,595.51",,,家电、家装,
0,电水壶/瓶,厨房电器,￥120.90,,,家电、家装,
0,电烤箱,厨房电器,"￥1,180.00",,,家电、家装,
0,酸奶机,厨房电器,￥299.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥119.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥148.00,,,家电、家装,
0,咖啡机,厨房电器,"￥2,317.01",,,家电、家装,
0,豆浆机,厨房电器,￥599.00,,,家电、家装,
0,电磁炉,厨房电器,￥239.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥2,784.30",,,家电、家装,
0,面包机,厨房电器,￥319.00,,,家电、家装,
0,电水壶/瓶,厨房电器,￥784.32,,,家电、家装,
0,电烤箱,厨房电器,￥199.00,,,家电、家装,
0,酸奶机,厨房电器,"￥1,194.37",,,家电、家装,
0,蒸/煮锅,厨房电器,￥198.00,,,家电、家装,
0,电饼铛/三明治机,厨房电器,,,,家电、家装,
0,豆浆机,厨房电器,￥368.00,,,家电、家装,
0,电磁炉,厨房电器,￥628.16,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥617.16,,,家电、家装,
0,面包机,厨房电器,￥990.94,,,家电、家装,
0,电水壶/瓶,厨房电器,￥359.18,,,家电、家装,
0,电烤箱,厨房电器,￥409.88,,,家电、家装,
0,酸奶机,厨房电器,￥359.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥725.63,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥270.40,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥359.00,,,家电、家装,
0,豆浆机,厨房电器,"￥1,876.00",,,家电、家装,
0,电磁炉,厨房电器,￥206.72,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥599.00,,,家电、家装,
0,面包机,厨房电器,"￥1,462.94",,,家电、家装,
0,电水壶/瓶,厨房电器,￥159.00,,,家电、家装,
0,电烤箱,厨房电器,￥499.00,,,家电、家装,
0,酸奶机,厨房电器,￥158.00,,,家电、家装,
0,蒸/煮锅,厨房电器,￥419.19,,,家电、家装,
0,电饼铛/三明治机,厨房电器,￥99.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥459.00,,,家电、家装,
0,豆浆机,厨房电器,￥744.00,,,家电、家装,
0,电磁炉,厨房电器,￥259.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥2,555.07",,,家电、家装,
0,面包机,厨房电器,￥994.78,,,家电、家装,
0,电水壶/瓶,厨房电器,￥532.44,,,家电、家装,
0,电烤箱,厨房电器,￥133.00,,,家电、家装,
0,酸奶机,厨房电器,￥249.40,,,家电、家装,
0,蒸/煮锅,厨房电器,￥334.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥1,355.58",,,家电、家装,
0,豆浆机,厨房电器,"￥1,297.00",,,家电、家装,
0,电磁炉,厨房电器,￥276.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥1,604.77",,,家电、家装,
0,面包机,厨房电器,￥489.00,,,家电、家装,
0,电水壶/瓶,厨房电器,￥375.60,,,家电、家装,
0,电烤箱,厨房电器,￥399.00,,,家电、家装,
0,酸奶机,厨房电器,￥147.18,,,家电、家装,
0,蒸/煮锅,厨房电器,￥139.00,,,家电、家装,
0,电压力锅,厨房电器,￥911.30,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥1,792.78",,,家电、家装,
0,豆浆机,厨房电器,"￥1,296.00",,,家电、家装,
0,电磁炉,厨房电器,￥399.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥1,967.62",,,家电、家装,
0,面包机,厨房电器,￥499.00,,,家电、家装,
0,电水壶/瓶,厨房电器,￥441.55,,,家电、家装,
0,电烤箱,厨房电器,"￥2,033.73",,,家电、家装,
0,酸奶机,厨房电器,￥239.39,,,家电、家装,
0,蒸/煮锅,厨房电器,￥79.00,,,家电、家装,
0,电压力锅,厨房电器,￥399.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥658.72,,,家电、家装,
0,豆浆机,厨房电器,￥616.00,,,家电、家装,
0,电磁炉,厨房电器,￥611.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥527.06,,,家电、家装,
0,面包机,厨房电器,￥803.97,,,家电、家装,
0,电水壶/瓶,厨房电器,￥494.16,,,家电、家装,
0,电烤箱,厨房电器,￥979.00,,,家电、家装,
0,酸奶机,厨房电器,￥511.03,,,家电、家装,
0,电压力锅,厨房电器,￥239.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥3,290.00",,,家电、家装,
0,豆浆机,厨房电器,￥999.00,,,家电、家装,
0,电磁炉,厨房电器,￥777.59,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥319.62,,,家电、家装,
0,面包机,厨房电器,￥697.29,,,家电、家装,
0,电水壶/瓶,厨房电器,"￥1,144.37",,,家电、家装,
0,电烤箱,厨房电器,￥399.00,,,家电、家装,
0,酸奶机,厨房电器,￥724.65,,,家电、家装,
0,电饭煲,厨房电器,"￥1,352.50",,,家电、家装,
0,电压力锅,厨房电器,￥499.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥1,599.00",,,家电、家装,
0,豆浆机,厨房电器,￥389.00,,,家电、家装,
0,电磁炉,厨房电器,￥725.07,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥3,660.79",,,家电、家装,
0,面包机,厨房电器,￥376.23,,,家电、家装,
0,电水壶/瓶,厨房电器,￥199.00,,,家电、家装,
0,电烤箱,厨房电器,"￥1,546.18",,,家电、家装,
0,酸奶机,厨房电器,￥78.00,,,家电、家装,
0,电饭煲,厨房电器,"￥2,310.28",,,家电、家装,
0,电压力锅,厨房电器,￥369.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥999.00,,,家电、家装,
0,豆浆机,厨房电器,￥296.00,,,家电、家装,
0,电磁炉,厨房电器,￥289.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥1,138.46",,,家电、家装,
0,面包机,厨房电器,￥124.43,,,家电、家装,
0,电水壶/瓶,厨房电器,￥639.00,,,家电、家装,
0,电烤箱,厨房电器,￥359.00,,,家电、家装,
0,排气扇,厨卫,￥393.32,,,家电、家装,
0,电饭煲,厨房电器,￥872.03,,,家电、家装,
0,电压力锅,厨房电器,￥572.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥1,210.29",,,家电、家装,
0,豆浆机,厨房电器,￥306.00,,,家电、家装,
0,电磁炉,厨房电器,￥456.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥196.00,,,家电、家装,
0,面包机,厨房电器,￥609.44,,,家电、家装,
0,电水壶/瓶,厨房电器,￥131.00,,,家电、家装,
0,电烤箱,厨房电器,"￥4,199.00",,,家电、家装,
0,排气扇,厨卫,￥79.00,,,家电、家装,
0,电饭煲,厨房电器,￥994.78,,,家电、家装,
0,电压力锅,厨房电器,￥396.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥599.00,,,家电、家装,
0,豆浆机,厨房电器,￥796.00,,,家电、家装,
0,电磁炉,厨房电器,"￥1,099.00",,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥4,448.13",,,家电、家装,
0,面包机,厨房电器,"￥1,071.69",,,家电、家装,
0,电水壶/瓶,厨房电器,￥300.62,,,家电、家装,
0,电烤箱,厨房电器,"￥7,399.00",,,家电、家装,
0,排气扇,厨卫,￥629.90,,,家电、家装,
0,电饭煲,厨房电器,￥265.00,,,家电、家装,
0,电压力锅,厨房电器,￥743.36,,,家电、家装,
0,微波炉/光波炉,厨房电器,,,,家电、家装,
0,豆浆机,厨房电器,￥349.00,,,家电、家装,
0,电磁炉,厨房电器,￥551.38,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥2,071.84",,,家电、家装,
0,面包机,厨房电器,"￥1,271.39",,,家电、家装,
0,电水壶/瓶,厨房电器,"￥1,034.24",,,家电、家装,
0,净水器,厨卫,￥354.14,,,家电、家装,
0,排气扇,厨卫,"￥1,086.30",,,家电、家装,
0,电饭煲,厨房电器,"￥1,374.23",,,家电、家装,
0,电压力锅,厨房电器,￥438.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,,,,家电、家装,
0,豆浆机,厨房电器,￥383.00,,,家电、家装,
0,电磁炉,厨房电器,￥261.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥199.00,,,家电、家装,
0,面包机,厨房电器,,,,家电、家装,
0,电水壶/瓶,厨房电器,￥405.13,,,家电、家装,
0,净水器,厨卫,￥489.00,,,家电、家装,
0,排气扇,厨卫,￥129.00,,,家电、家装,
0,电饭煲,厨房电器,￥911.30,,,家电、家装,
0,电压力锅,厨房电器,￥799.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥428.00,,,家电、家装,
0,豆浆机,厨房电器,￥583.00,,,家电、家装,
0,电磁炉,厨房电器,￥898.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥991.33,,,家电、家装,
0,面包机,厨房电器,￥447.88,,,家电、家装,
0,净水器,厨卫,￥336.00,,,家电、家装,
0,排气扇,厨卫,￥59.00,,,家电、家装,
0,电饭煲,厨房电器,"￥2,702.63",,,家电、家装,
0,电压力锅,厨房电器,￥292.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥1,620.00",,,家电、家装,
0,豆浆机,厨房电器,"￥1,385.00",,,家电、家装,
0,电磁炉,厨房电器,￥379.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥2,654.61",,,家电、家装,
0,面包机,厨房电器,"￥1,012.08",,,家电、家装,
0,水龙头,厨卫,"￥1,041.34",,,家电、家装,
0,净水器,厨卫,￥217.72,,,家电、家装,
0,排气扇,厨卫,￥252.99,,,家电、家装,
0,电饭煲,厨房电器,"￥6,092.37",,,家电、家装,
0,电压力锅,厨房电器,￥499.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥1,037.89",,,家电、家装,
0,豆浆机,厨房电器,￥265.00,,,家电、家装,
0,电磁炉,厨房电器,￥304.30,,,家电、家装,
0,搅拌/榨汁机,厨房电器,"￥2,507.41",,,家电、家装,
0,水龙头,厨卫,￥985.06,,,家电、家装,
0,净水器,厨卫,￥348.00,,,家电、家装,
0,排气扇,厨卫,￥527.45,,,家电、家装,
0,电饭煲,厨房电器,"￥1,449.37",,,家电、家装,
0,电压力锅,厨房电器,￥250.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,,,,家电、家装,
0,豆浆机,厨房电器,￥496.00,,,家电、家装,
0,电磁炉,厨房电器,￥289.00,,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥680.64,,,家电、家装,
0,水龙头,厨卫,￥704.57,,,家电、家装,
0,净水器,厨卫,"￥1,252.20",,,家电、家装,
0,排气扇,厨卫,￥969.64,,,家电、家装,
0,电饭煲,厨房电器,"￥1,110.13",,,家电、家装,
0,电压力锅,厨房电器,￥276.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥193.00,,,家电、家装,
0,豆浆机,厨房电器,￥225.00,,,家电、家装,
0,电磁炉,厨房电器,"￥1,049.21",,,家电、家装,
0,搅拌/榨汁机,厨房电器,￥677.88,,,家电、家装,
0,水槽,厨卫,"￥1,136.06",,,家电、家装,
0,水龙头,厨卫,"￥1,161.63",,,家电、家装,
0,净水器,厨卫,￥298.00,,,家电、家装,
0,排气扇,厨卫,￥674.56,,,家电、家装,
0,电饭煲,厨房电器,￥538.96,,,家电、家装,
0,电压力锅,厨房电器,￥432.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥12,999.00",,,家电、家装,
0,豆浆机,厨房电器,￥428.00,,,家电、家装,
0,电磁炉,厨房电器,"￥1,280.00",,,家电、家装,
0,水槽,厨卫,￥539.00,,,家电、家装,
0,水龙头,厨卫,"￥2,223.61",,,家电、家装,
0,净水器,厨卫,￥336.00,,,家电、家装,
0,排气扇,厨卫,￥346.30,,,家电、家装,
0,电饭煲,厨房电器,"￥4,751.08",,,家电、家装,
0,电压力锅,厨房电器,￥299.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥584.00,,,家电、家装,
0,豆浆机,厨房电器,￥396.00,,,家电、家装,
0,电磁炉,厨房电器,￥542.00,,,家电、家装,
0,水槽,厨卫,￥70.59,,,家电、家装,
0,水龙头,厨卫,"￥1,378.33",,,家电、家装,
0,净水器,厨卫,￥909.00,,,家电、家装,
0,排气扇,厨卫,￥335.87,,,家电、家装,
0,电饭煲,厨房电器,"￥4,618.89",,,家电、家装,
0,电压力锅,厨房电器,￥589.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥799.00,,,家电、家装,
0,豆浆机,厨房电器,￥576.00,,,家电、家装,
0,花洒,厨卫,"￥1,387.68",,,家电、家装,
0,水槽,厨卫,"￥1,177.79",,,家电、家装,
0,水龙头,厨卫,"￥2,411.73",,,家电、家装,
0,净水器,厨卫,￥298.00,,,家电、家装,
0,排气扇,厨卫,￥39.00,,,家电、家装,
0,电饭煲,厨房电器,"￥1,711.58",,,家电、家装,
0,电压力锅,厨房电器,￥845.42,,,家电、家装,
0,微波炉/光波炉,厨房电器,￥125.75,,,家电、家装,
0,豆浆机,厨房电器,￥796.00,,,家电、家装,
0,花洒,厨卫,"￥3,723.06",,,家电、家装,
0,水槽,厨卫,"￥1,328.77",,,家电、家装,
0,水龙头,厨卫,"￥1,217.53",,,家电、家装,
0,净水器,厨卫,￥298.00,,,家电、家装,
0,排气扇,厨卫,￥402.93,,,家电、家装,
0,电饭煲,厨房电器,"￥2,855.30",,,家电、家装,
0,电压力锅,厨房电器,￥429.00,,,家电、家装,
0,微波炉/光波炉,厨房电器,"￥3,599.00",,,家电、家装,
0,花洒,厨卫,"￥1,853.93",,,家电、家装,
0,水槽,厨卫,"￥2,614.77",,,家电、家装,
0,水龙头,厨卫,"￥1,962.95",,,家电、家装,
0,净水器,厨卫,￥393.00,,,家电、家装,
0,排气扇,厨卫,￥255.33,,,家电、家装,
0,电饭煲,厨房电器,￥567.53,,,家电、家装,
